      Plot replica #,               up1 a,               up1 b,               up1 c,               dp1 a,               dp1 b,               dp1 c,               sp1 a,               sp1 b,               sp1 c,               um1 a,               um1 b,               um1 c,               dm1 a,               dm1 b,               dm1 c,               sm1 a,               sm1 b,               sm1 c,                GT a,                GT b,                GT c,                G2 a,                G2 b,                G2 c,
                 131,            1.662189,            4.364812,           -2.368956,            4.736221,           -2.118513,            6.961574,            8.700300,           -3.095751,           -5.933554,           -5.709944,           12.067514,            2.615772,           -5.533327,           11.775420,           -3.680593,            4.416547,           -7.860858,           12.254689,            4.587384,          -10.829979,           -1.333747,            0.080141,           -2.246906,           -2.791192,
                 132,           -1.007645,           -1.978095,            5.962738,            8.177454,          -14.513383,           10.171667,            0.319707,            5.673248,           -1.478878,           -8.484525,           12.289740,            8.178649,            2.108128,            1.636388,          -10.517991,           -4.999546,            5.383993,            8.368971,            4.607814,           -5.466788,           -2.884523,            0.750811,            0.400267,           -5.224476,
                 133,           -0.545596,            5.288238,           -9.747026,            3.986242,           -6.324602,            2.655286,            4.670542,            2.430606,          -13.126870,           -5.593270,           10.569673,            3.322857,           -9.229684,           20.652458,           -8.496816,            7.310573,          -17.025706,           14.477773,            4.385689,           -5.079717,           -6.232189,           -0.451446,           -0.666860,            1.616599,
                 134,            0.202046,           14.898633,           -7.345217,            7.464778,            3.368184,           -0.128366,           13.271410,           -3.764091,           -5.007718,          -11.980345,           10.135613,           16.861319,           -9.052771,            9.204153,            3.790637,            8.016484,          -12.710711,           -2.031609,            4.720302,           -6.154796,           -1.108084,           -1.099952,           -5.020775,            0.175125,
                 135,           -2.049879,           12.212118,           -4.629047,            6.402512,            0.247878,            0.825628,            3.855697,            5.700241,           -4.035554,           -3.671965,            0.360309,           10.793766,           -8.212248,           -3.034792,           14.833203,           -2.965015,            7.959872,            4.062873,            3.825385,           -7.814935,            1.372384,           -0.160022,           -3.806205,           -0.549009,
                 136,           -5.441822,            2.660398,          -12.905630,            4.855848,          -14.895214,           -5.696427,           11.131842,          -17.677655,          -17.275599,           -4.716356,           10.512794,            0.939601,           -5.256818,            4.237729,            2.521721,            5.658644,            8.881034,          -22.591738,            0.379314,           -7.890101,           -4.760596,            0.294358,            2.899548,            3.980482,
                 137,           -4.170828,           10.579165,            0.813656,            8.164191,           -8.501891,            6.035219,           16.805233,           -7.180629,          -16.647025,          -10.216944,           11.038877,           11.520871,           -5.450204,            2.968652,            6.591066,            9.561581,           -0.893072,          -17.247580,            2.188753,           -5.681457,            6.632157,           -0.771809,           -1.635328,           -1.367215,
                 138,           -4.422265,            6.880115,           -3.314092,            3.874892,           -5.349163,            2.405929,            3.911133,            5.804842,          -14.117032,           -4.119405,            2.667682,           10.335847,           -1.026725,            9.386368,          -10.417159,           14.848164,          -15.371176,          -13.272314,            3.044567,           -7.083905,           -5.889199,            1.458308,           -2.392646,           -0.557520,
                 139,           -4.614391,           12.616604,           -1.353892,            2.506295,           -0.413762,            7.640396,           12.832330,           -5.969355,          -12.520772,           -9.648444,            6.081017,           17.580858,           -4.766492,            2.737829,            4.765357,            8.518713,          -16.229042,           -0.365797,           -1.539722,            2.562441,            2.477632,            1.577442,           -4.433393,           -2.318648,
                 140,           -1.648351,           10.975553,            0.204404,            8.081643,           -2.431747,            4.785811,           18.647460,           -4.039655,          -18.872008,          -10.578772,            7.414758,           17.958090,           -5.408249,           -1.655017,            6.847304,            5.153504,           -4.580191,           -6.308464,            3.301640,           -2.491243,            3.215554,           -1.375091,           -2.792935,           -1.289496,
                 141,            2.424019,            9.440771,           -7.138633,           11.023655,          -10.858161,            6.635561,            7.853666,           -1.566607,           -2.880587,           -6.480608,            1.265359,           17.311966,          -10.905877,            5.706722,           15.666032,            7.908885,           -8.049934,           -6.456152,            2.350843,           -5.718268,            7.738794,           -1.872008,           -1.732035,           -0.787858,
                 142,           -2.536230,            8.781965,           -1.941793,            8.963839,           -9.316006,            4.627739,           11.988330,           -7.956012,           -7.813636,           -5.794514,            3.463728,           11.758821,           -7.107266,           -3.618902,           16.459023,            4.680482,           -4.438137,           -5.931722,            1.021692,            2.011843,           -3.344054,            0.660256,           -2.380500,           -2.580748,
                 143,           -2.008836,           12.520061,           -7.468849,            5.798774,           -4.659548,            4.239684,            5.175394,            1.871302,           -7.310092,          -11.253044,           10.540734,           14.717289,           -4.454912,            9.160957,           -4.477416,           11.947053,          -11.279933,          -15.376273,           -0.114239,           -2.806280,            1.688232,            0.781011,           -4.006001,           -0.585465,
                 144,           -5.264368,            2.937531,           -3.506428,            4.895722,          -12.823757,            2.393734,           -0.844859,           -3.608049,           -1.177737,           -2.848982,            1.620181,            8.354394,           -8.794241,            7.160070,           10.269405,            5.519369,            2.383563,          -10.467852,            3.118623,          -14.993657,           -0.263092,            0.808484,            1.740687,           -0.702387,
                 145,           -0.851195,            3.730738,           -3.180190,            6.984656,          -10.082299,            5.532553,            1.448482,            8.143916,           -8.685652,           -4.169673,            9.407721,            1.327844,           -9.122145,           13.565838,           -1.625556,            3.313997,          -15.316772,           14.983468,            2.289816,           -9.850462,            0.809870,            0.415996,           -1.322318,           -1.496199,
                 146,           -0.197874,            7.297951,           -6.252766,            6.706537,          -10.668635,            8.795370,            9.271570,            7.547222,          -20.409963,           -1.092482,           -2.629950,            8.874308,           -0.965074,           14.015660,          -15.824704,           12.433291,          -11.982071,          -13.001085,            2.787310,           -8.371109,           -3.139963,            0.173445,           -2.480302,           -0.857647,
                 147,           -3.423847,            7.127205,           -1.178506,            3.705085,           -3.191625,            4.198489,            8.800339,            4.510436,          -19.700856,           -4.629962,            2.325509,           10.845152,           -7.252595,            6.270794,            5.742266,            9.385239,           -9.542236,           -9.880489,            1.690258,            0.340494,           -4.033224,            0.888570,           -2.998391,           -0.675943,
                 148,            0.557514,           11.527613,          -11.637004,           -0.257256,            0.534301,           10.017423,           18.755722,          -16.547231,          -11.195936,           -5.091153,           -6.546761,           24.083016,           -5.101928,            0.714784,           11.145290,            9.107661,          -16.662129,            1.085045,           -0.877021,           -8.080240,            9.589825,           -0.361905,           -2.974378,            0.391393,
                 149,            1.292188,            5.519708,          -10.401682,            7.878031,          -12.609419,            4.955077,            7.271827,            2.536230,          -15.852992,           -1.058352,            0.957607,            4.629348,           -1.332688,          -10.532789,           13.253292,           -0.031746,            0.426318,           -0.612903,            2.287401,          -11.306860,            4.413849,           -1.273172,           -0.287474,            1.311802,
                 150,            0.142962,            9.418630,           -3.779792,            5.400754,           -2.873269,            7.945260,            9.783019,           11.113652,          -14.802830,           -5.491371,            2.636800,           16.089621,          -14.044688,           11.940559,           17.667055,            5.236705,           -7.609589,          -10.153146,            2.157692,           -3.755492,            6.646395,           -1.063069,           -3.362039,           -0.647245,
                 151,           -2.237288,            3.991467,            1.171529,            6.771204,          -11.523471,            8.778850,            2.331619,            8.318530,           -7.401984,           -7.786569,            1.255942,           17.587275,          -13.359624,            5.390171,           21.339347,            5.180118,           -4.381715,           -4.026970,            1.801364,           -0.654807,           -0.901737,            0.843877,           -1.374083,           -3.191317,
                 152,            1.403173,            8.275108,            0.979267,            8.572506,           -3.543892,            8.050608,           13.236617,            6.757524,          -16.173712,           -1.142450,           -3.578616,            9.663384,          -12.862610,            7.803045,           13.123732,            8.862867,           -5.496483,          -14.716543,            3.733644,            7.745924,           -2.392593,           -1.024326,           -4.168031,           -2.252698,
                 153,           -0.297783,            9.903288,            4.955787,            7.528893,           -3.807000,           12.910582,            6.071807,            5.575355,            3.448057,           -5.453650,            8.011193,            5.791020,          -11.408150,            9.149680,           11.341973,            9.869188,            0.964723,          -18.732070,            5.705430,           -7.255779,           -0.860486,            0.171875,           -4.104150,           -5.991702,
                 154,            0.376593,           17.000904,            1.720496,           11.213154,            0.443269,            7.479582,           13.903233,           -4.644674,            1.912965,            0.417428,           -1.305549,            4.508005,           -1.272945,           10.071296,           -3.226676,           16.691585,          -10.109284,          -23.347271,            4.122458,            2.279995,            5.261003,           -1.608305,           -4.899942,           -4.422868,
                 155,           -0.877208,            6.469265,           -0.344605,            3.033768,            1.210304,            6.274866,            7.149289,            4.083753,           -9.251219,           -8.739077,            7.521408,           14.155641,            1.749505,           -6.713817,            2.171061,            5.821501,          -11.261323,           -2.064876,           -0.032700,            2.533565,            3.016754,            0.691427,           -3.505323,           -2.530221,
                 156,           -3.316126,            6.902560,           -8.512627,            5.067817,          -11.415034,            3.656062,            5.212270,            2.781877,          -15.962444,          -11.731547,            8.352024,           18.934511,          -10.262591,           12.407466,            6.908980,           12.414798,          -11.225150,          -13.143180,            2.532041,          -14.999149,           -3.189049,            1.109021,           -1.454284,            0.585822,
                 157,           -2.637091,            8.998972,           -3.067559,           10.063845,          -14.733541,            6.551113,            8.473421,           -7.259983,           -2.240108,           -5.770014,            4.767870,           10.973389,           -9.096393,           13.855300,           -2.552490,            8.409013,            1.136067,          -19.512416,            2.745590,           -7.172050,            0.479366,            0.116915,           -1.164635,           -2.283134,
                 158,           -4.894551,           12.637388,            2.967931,            6.948619,           -5.390458,            7.592055,            9.088165,           -5.417676,           -4.242413,          -12.405395,           17.874872,            7.546602,            1.016493,           12.447155,          -19.605633,           11.179519,           -3.421975,           -1.138121,            3.173612,            3.160884,            2.716256,           -0.092914,           -2.286081,           -3.161206,
                 159,           -1.234784,            1.845262,           -8.403315,           11.009793,          -19.455502,           -0.256033,            7.061223,          -16.379349,            0.628196,           -9.197703,           16.418749,            4.749791,            3.024173,           -1.758903,           -8.352743,            4.828200,           14.548161,          -12.954584,           -0.628534,           -4.882899,            7.421194,           -1.030235,            3.036601,            0.448549,
                 160,            3.737725,            1.787734,           -3.258062,           12.248087,          -14.233697,            5.683845,           12.525927,            0.613316,          -15.014576,           -9.514327,            8.977518,           12.798298,           -9.604758,            0.508593,           13.470707,            7.378492,           -5.381694,          -12.671961,            3.164187,            9.529589,           -9.178914,           -1.100246,           -1.128582,           -1.890232,
                 161,           -1.472236,           12.102715,           -8.866636,            4.477326,            0.290811,            0.944428,            5.790607,            1.844958,           -3.570657,           -7.185423,            1.867622,           16.645283,           -5.843666,            1.431008,            5.974020,            1.248352,           -0.726522,           -5.135010,           -0.865990,           -4.237245,            6.621609,            0.388424,           -4.324477,            0.372236,
                 162,           -3.195802,            5.272888,           -3.180607,            1.644945,           -3.658118,            5.868864,            3.986241,            2.406726,           -9.237899,          -13.616800,           13.645798,           17.301919,            0.378480,           -3.730193,            4.064178,            1.285030,           -2.004069,            1.078127,            0.315890,          -10.907543,            5.658863,            0.962396,           -1.310680,           -1.257303,
                 163,            2.176902,           -0.458136,            0.714355,            8.318330,          -11.319211,            8.764918,           17.138197,           -5.763839,          -19.892601,            0.453291,           -4.575358,            7.644875,            2.158209,           -7.104017,           -0.502404,           10.207584,          -14.600764,           -6.502095,            1.754988,            2.911564,            2.845569,           -1.837501,            0.927690,           -1.921849,
                 164,            2.167717,            7.867854,           -2.609503,            9.080528,           -4.798275,            6.176624,            3.537743,            8.397753,           -2.943363,           -3.185527,           -2.014628,           13.251493,            2.384163,            3.419633,          -10.906871,           17.533806,          -17.074233,          -17.740047,            5.619967,           -2.473640,           -6.916510,           -0.174765,           -4.079153,           -2.610822,
                 165,            0.593241,            2.958436,           -3.780972,            8.207127,           -9.907118,            3.698590,            7.906524,           -7.400483,            0.263210,           -2.306826,            5.523028,            1.312270,           -9.783983,            3.270783,           15.076913,           11.671734,           -7.793916,          -19.289580,           -0.141559,           -3.044755,            5.804022,           -0.435073,           -0.265908,           -1.840998,
                 166,           -1.406461,            9.051308,           -2.805661,            9.242196,           -9.880231,            5.224567,            8.652049,            1.752401,          -11.229509,           -7.123507,            3.773872,           14.463848,           -7.553957,          -12.874566,           28.942070,            8.391441,          -11.643312,           -4.513331,            4.461627,           -4.298862,           -6.690080,            0.531686,           -3.694728,           -1.509099,
                 167,           -2.181157,            8.311686,           -0.767815,            0.508679,            0.356572,           10.916783,           17.422898,           -4.872144,          -22.481277,           -6.443117,           -2.061179,           20.015184,           -7.327585,            5.424846,            5.028966,           -1.777457,            8.450326,           -3.631123,            3.044838,            1.774713,            3.562094,           -1.398866,           -0.794088,           -0.843354,
                 168,            0.207931,            2.568452,           -3.502476,            7.312946,          -11.005531,            5.787242,           10.211412,           -5.592868,          -10.242786,           -4.216436,            4.223660,            7.520215,           -4.446656,           -4.745364,           13.355568,            9.213862,           -5.774954,          -13.788383,            5.806064,          -14.946521,            0.881645,           -1.434552,            1.188128,           -0.825547,
                 169,            1.362058,            5.669199,           -2.429165,            9.568204,           -5.737045,            2.278123,            5.166260,            3.733323,           -4.180065,           -4.819698,            5.879988,            7.707955,          -15.594893,           16.927855,           10.939184,           11.018249,           -1.489828,          -18.521164,            4.219788,           -8.138530,           -3.783876,           -0.005753,           -2.920784,           -2.322915,
                 170,           -4.363475,            2.741800,            4.387489,            4.773378,          -12.597175,           11.668072,            3.809297,           10.950331,          -15.888812,           -3.932265,            1.866245,            9.857661,           -8.354437,            4.162275,           10.179519,            8.428564,           -3.526414,          -14.318541,            3.426897,           -7.391018,           -4.597145,            1.688300,           -1.332766,           -3.766399,
                 171,            0.562858,            0.342664,           -4.339624,            0.596752,           -5.053821,            9.816388,            2.600855,           12.406996,          -17.351398,           -1.542165,            3.454665,            3.607050,          -11.324867,            4.780454,           16.612347,            3.958137,           -6.742893,            0.614130,            2.033627,          -14.095461,            6.208063,           -0.127323,           -0.152829,           -0.684590,
                 172,           -2.018285,            6.003218,           -4.649376,            2.162677,           -1.383284,            4.183395,            4.639991,            1.871934,           -7.630184,           -6.244524,            6.618268,            9.340626,           -4.839679,            8.682537,           -3.893047,            3.418082,          -13.606490,            9.352091,            2.122391,          -12.166220,            1.679615,            0.711700,           -2.142733,           -0.714898,
                 173,           -2.381832,           13.321730,           -1.723520,            9.516990,           -3.692471,            2.320838,            6.965122,            8.459903,           -9.025950,           -8.014088,            5.320428,           15.852620,           -5.219775,          -15.053822,           25.855318,            9.138985,          -11.575230,           -4.879539,            3.445993,            0.972561,           -6.437704,            0.532889,           -5.670252,           -1.530634,
                 174,           -0.419721,            5.072995,            2.923491,            2.708983,           -2.534296,           13.716617,           13.686076,           -3.037407,          -13.202442,           -8.025261,            6.671278,           14.281045,           -6.558503,            4.157286,            4.930957,            5.501549,           -3.699440,           -7.278976,            7.539515,           -6.207273,           -7.330561,            0.105217,           -2.064178,           -4.113505,
                 175,           -1.509016,            6.552667,           -3.219028,            6.627733,          -14.549660,           12.652079,            8.088263,           -4.851325,           -3.694777,           -2.908574,            8.405336,            1.257897,          -10.661518,           10.461136,            4.967618,           15.123213,          -11.836516,          -17.580694,            4.972227,          -11.915859,           -0.667918,           -0.079637,           -0.508690,           -2.490011,
                 176,            1.490427,           12.302163,           -2.003269,            8.474084,           -1.403781,            7.949568,            6.936438,            6.777738,           -4.362638,           -0.756493,           -5.045109,           12.599285,          -15.505251,           18.632427,           10.843945,            2.532846,            4.772044,          -12.422671,            5.202391,            0.676383,           -5.089309,           -0.250682,           -5.532788,           -2.951642,
                 177,            1.117672,            4.916072,           -5.861309,            8.871430,           -9.642545,            3.737542,            8.271750,            1.786043,           -8.877874,           -0.747459,            6.244559,           -0.991729,           -2.602950,          -10.980638,           16.687532,            5.885442,           -9.724508,           10.061467,            4.665113,           -6.145774,            0.126082,           -1.422917,           -0.621889,           -0.234204,
                 178,            0.851987,            1.060027,           -5.134312,            5.974591,          -10.572439,            5.736913,           10.054082,           -2.617001,          -11.884561,            0.527626,           -6.397771,           11.427389,          -15.403957,            5.783979,           21.393268,           11.622310,          -11.117806,           -9.944249,            5.150552,           -6.463156,           -8.920989,           -0.092997,           -0.062111,           -1.226371,
                 179,           -0.793234,            8.896746,            1.013117,            9.857886,           -9.842984,            8.989397,           -3.968774,           14.932227,            5.879542,           -7.981384,            6.574743,           13.974221,          -12.832054,           11.842731,           11.156423,            2.348704,            1.207219,           -4.998437,            3.413233,           -7.735740,            1.812212,            0.695389,           -3.483340,           -4.659465,
                 180,            1.083447,            4.974349,           -3.342922,            5.819009,           -6.223959,            7.796504,            8.045039,            0.379102,          -10.595901,           -2.305386,           -0.159548,            9.549884,           -2.322721,            7.777769,           -6.953359,            6.666466,           -4.629021,          -10.184580,            1.321634,           -6.579900,            4.901718,           -0.368045,           -1.751355,           -1.674347,
                 181,           -1.418080,            7.386677,            1.159065,            3.659741,           -0.424315,            9.036851,            6.523241,            1.993185,           -2.419307,          -11.292200,           16.415831,            7.854835,           -3.791820,            6.680881,            0.030759,            8.261559,           -8.930807,           -7.715019,            2.435619,          -12.241899,            5.602589,            0.773240,           -2.965599,           -4.293351,
                 182,           -1.002044,           10.442789,           -3.927291,            7.518218,           -4.467277,            3.764514,            7.939937,            1.304612,           -6.577696,           -6.924605,            2.603217,           16.726599,           -9.113336,            3.838845,           11.811706,            3.708337,            0.069923,           -5.963818,            2.491342,           -4.204180,            4.468690,           -0.711621,           -2.684156,           -0.981205,
                 183,           -2.571892,           10.938516,            1.436992,            8.152235,           -4.736760,            5.744939,           18.876496,           -8.229249,          -14.554941,           -6.729606,            8.737885,            7.829137,            5.320190,            0.268975,          -11.883198,            0.934708,          -19.118762,           11.966620,            7.660161,           -8.375670,           -3.619460,           -1.244163,           -2.100465,           -1.963742,
                 184,            0.518590,           10.537001,          -13.284550,            7.100752,            0.347387,           -6.288661,           11.366562,           -6.470619,          -12.779823,          -10.200865,           14.071200,           10.038021,            6.088689,          -10.668536,            1.181897,            4.280635,           -9.887992,           -8.852167,            0.967364,          -12.931941,            6.981788,           -1.227506,           -2.824717,            3.362042,
                 185,            1.011977,           13.422219,           -2.074168,            9.222253,            1.933188,            3.350518,           16.780733,            3.134027,          -15.799937,           -7.450406,            1.765631,           18.089788,          -10.142381,            7.145352,            8.288380,           10.256478,          -22.307879,            1.396811,            4.200521,           -0.694394,            0.756426,           -1.474998,           -5.219918,           -1.368654,
                 186,            1.946077,            7.533428,          -10.945351,           10.632208,           -5.755878,           -5.067740,            5.185089,           -6.378743,            3.564601,           -7.314844,            4.450596,           13.273885,           -1.089334,           -4.952706,            5.943832,           -1.113405,            8.915160,           -6.641514,           -0.360323,            3.272105,            3.107225,           -1.201686,           -1.394954,            0.772435,
                 187,           -1.348106,            4.380035,           -3.793878,            0.878247,           -2.442111,            7.354533,            7.568095,            1.848768,          -13.493737,           -1.418868,           -5.241269,           13.090771,           -5.656868,            6.739624,            2.870928,            6.458735,          -21.064471,          -11.652617,           -0.493958,           -2.658721,           -1.895583,            1.805285,           -2.855382,           -2.017950,
                 188,           -9.531468,            9.445926,           -6.462457,            3.800864,          -14.137091,            1.746200,            3.658794,           -6.114814,          -11.389475,           -7.119656,            3.845176,           14.438585,           -7.722081,            0.680641,           13.405898,           11.605430,           -9.298964,          -14.148038,           -1.395597,           -8.355775,           -1.341937,            2.736790,           -0.846159,            0.441378,
                 189,           -2.046277,           13.828526,           -1.237111,           10.912751,           -3.909439,            1.412024,           11.877511,           -7.026995,           -2.452686,           -4.483721,            6.815805,            5.441253,           -4.844673,            7.095722,           -2.117935,           10.722210,            0.083770,          -23.814551,            4.538946,           -6.404976,            4.528660,           -1.550748,           -2.497286,           -1.646369,
                 190,            2.034118,           13.172858,           -0.323624,           10.207817,           -0.126040,            7.012026,           13.613686,            4.523465,           -9.338115,           -5.990510,            2.463317,           14.417093,          -12.918245,           15.471127,            7.560737,            3.259487,           -4.996519,           -0.217818,            4.025032,           -1.789906,            7.094939,           -2.089950,           -4.822044,           -2.241972,
                 191,           -1.157361,            0.817660,           -4.970060,            6.064675,          -12.767143,            4.990158,            8.825019,           -3.603241,          -16.181588,           -7.851373,           10.487939,            7.596409,           -2.992645,            3.102392,           -2.982164,            0.059403,            3.562478,           -2.560575,            1.967097,           -2.926623,           -6.752480,            0.576198,            0.242435,           -0.748157,
                 192,            2.412572,            3.578869,           -7.754885,            9.848505,           -9.952419,            1.146241,           10.469293,           -5.037997,           -9.023980,           -6.026967,            7.372541,            8.614357,           -6.648245,           -4.373730,           15.760216,           -0.890671,           -1.706359,            3.442239,            4.676500,           -1.698178,           -4.762140,           -1.837314,           -0.082548,            0.639746,
                 193,           -3.825530,            7.895966,           -8.780666,            4.077593,           -5.155972,           -1.890670,            2.486579,           -6.230924,           -1.129704,           -5.434656,            1.412248,           13.233908,            3.831101,           -8.238274,           -2.848913,            3.546675,           -9.530879,            1.251170,           -0.066502,           -1.533413,           -3.896071,            1.169630,           -1.396417,            0.621350,
                 194,           -1.163256,            4.461872,            4.565443,           11.826033,          -20.412336,           14.781252,            3.115921,           13.487502,          -11.103444,           -6.423576,            1.096800,           15.288839,           -5.156627,          -11.088950,           20.821507,            7.005256,           -2.591752,           -9.113597,            0.317935,            7.293150,            1.096468,            0.373373,           -1.377922,           -5.097581,
                 195,            1.350856,            6.809023,           -2.840784,            4.079366,           -2.106524,           10.433513,           11.495787,           -4.591541,           -5.966026,           -5.378750,            2.305381,           10.392654,            0.819709,          -12.774764,           10.228659,           13.907125,          -18.109054,          -10.435772,            5.682621,           -8.523301,           -1.181689,           -0.719995,           -1.833575,           -2.774149,
                 196,            1.727692,            5.592946,           -1.083528,           10.185548,           -9.217223,            6.702980,            8.040287,           -5.968104,            2.439292,           -4.955912,           -3.212783,           18.365001,           -9.315738,           18.826746,           -5.778041,            8.366786,          -16.292191,            0.410493,            3.883431,           -1.910130,           -1.086398,           -0.517451,           -1.627816,           -3.777511,
                 197,           -0.953310,            2.663620,           -0.776257,            4.481147,           -5.818406,            6.267506,            5.647594,            2.278786,          -10.144555,           -8.584038,            5.001036,           15.298386,          -11.140333,            6.352000,           14.325768,            5.392473,           -6.887051,           -6.416336,           -1.390464,           -7.521231,            9.976629,            0.424197,           -0.900752,           -2.373957,
                 198,           -3.081985,           12.840616,           -7.535827,            2.411425,            3.331896,            0.603338,            4.170715,           10.487076,          -16.694787,           -4.005264,            4.584332,            8.103431,           -5.420841,            6.207407,            5.520388,            8.611684,            1.603885,          -19.927093,           -0.057833,           -1.723762,           -1.138977,            1.286086,           -5.542754,            0.971948,
                 199,            0.190385,            7.334140,           -2.670975,            8.417009,           -4.825657,            3.322334,            8.484656,            9.014718,          -15.562942,           -2.308993,            4.887168,            4.320117,           -8.781624,           20.908072,           -8.415824,            7.049636,           -9.426972,           10.127669,            5.619140,          -14.861602,            4.117720,           -1.532765,           -2.172536,           -0.160745,
                 200,            0.024197,            5.741973,           -2.835379,            3.581513,           -3.619516,            9.081613,            8.237645,           11.060622,          -19.754556,           -8.445268,            9.708972,           10.323636,          -13.061008,            5.776297,           19.471687,            6.571397,          -10.790335,           -1.494086,            3.102081,          -10.724927,            4.529535,           -0.500436,           -2.117571,           -1.028478,
                 201,           -4.851296,           10.817747,           -7.544884,            6.909953,           -8.029745,           -0.754256,            3.172881,            7.265301,          -13.429519,          -12.310304,           14.993208,           11.555555,          -11.112698,           12.083125,            4.362871,           10.566621,          -19.529424,            2.993872,            1.762945,          -10.011269,           -2.298432,            1.003723,           -2.846803,            0.976154,
                 202,            2.673780,           -0.694056,           -4.435304,            5.817363,           -2.217813,           -0.403736,           14.885337,           -9.883968,          -12.341340,           -3.794390,           -1.259285,           12.782591,           -6.243601,           -7.949646,           21.877100,            3.059965,            2.981819,            1.129555,            3.849923,           -9.038285,            1.253375,           -1.614983,            0.642684,           -0.183961,
                 203,           -0.128885,           16.903277,          -11.512859,            7.115463,            4.332699,           -3.538334,            7.055867,            6.117764,           -7.469509,            0.120658,           -1.340131,            4.127781,          -10.397964,            5.323273,           14.330895,           -0.789769,            3.068472,           -0.289446,            2.721618,           -4.399518,            1.754480,           -0.820239,           -6.053386,            2.113587,
                 204,            1.532938,            2.174209,            4.892393,           10.219292,          -10.083113,            9.619664,            3.286476,            4.502866,            5.166845,           -5.138531,            7.605346,            4.544720,           -3.208341,            6.394564,           -2.357571,            9.216636,           -3.538396,          -17.257230,            4.074643,           -5.823646,            3.397208,           -0.463009,           -1.056984,           -5.657328,
                 205,           -0.838373,           15.015543,           -2.686254,           14.937530,           -9.528287,            2.329576,           14.114389,            2.582688,          -11.216541,           -5.641907,            2.597878,           16.505611,           -3.400566,            3.265958,           -0.859175,           -2.763300,            2.456955,            7.922113,            2.508190,           -1.894972,           -2.302067,           -0.267560,           -5.752479,           -1.948563,
                 206,           -3.341659,            8.605190,            1.653107,           10.381383,          -12.669586,            6.710405,           10.095366,           -2.891467,           -6.567079,           -4.214703,            1.932659,            9.457041,            0.319521,           -1.191775,            2.558778,            7.882134,            9.191765,          -25.692307,            2.791104,           -7.858329,            7.564281,           -0.809307,           -0.372708,           -2.963415,
                 207,            3.405595,           14.676257,          -10.859494,            6.325193,            3.664319,            3.369706,           15.404264,           -2.295642,          -10.526609,           -5.126233,            4.228096,            9.066899,            4.184432,           -6.178348,           -4.185496,            7.901637,          -13.536117,           -2.708013,            6.184571,           -3.228324,           -7.464375,           -1.416798,           -5.774316,            0.746813,
                 208,           -4.986963,           11.663634,            5.824415,            6.674490,          -12.513802,           17.993502,           13.385416,           -5.614058,           -7.540894,            1.319508,           -2.380203,            1.704798,           -5.500917,           11.729637,           -4.103469,            8.875079,           -2.214586,          -18.525661,            2.035611,           -7.663494,            6.680963,            0.533052,           -1.562791,           -6.176504,
                 209,           -1.889093,           13.146657,           -2.868215,            4.905800,           -2.479223,            9.506523,           17.301808,          -14.340924,           -5.433775,           -5.984079,            3.557521,           13.349105,          -12.972953,           13.285320,            7.132194,           -1.004178,            4.301314,           -2.079999,           -0.262425,           -3.557757,            9.775676,           -0.417360,           -3.009466,           -2.352327,
                 210,           -2.353081,           12.919948,           -0.988093,            6.758795,           -6.071726,           10.544237,           12.116391,           -2.594588,           -8.625931,           -4.755391,            2.534585,           10.557183,           -7.238558,            4.860925,            7.857870,            5.849644,           -0.132951,          -12.563406,            1.128798,            1.673069,           -2.173306,            1.042744,           -4.584490,           -3.710110,
                 211,           -2.916892,            2.497428,           -8.787263,            5.325029,          -11.722098,           -0.458576,            5.719352,           -4.566330,          -14.897564,           -5.767996,            7.374413,            7.132616,            2.935774,          -14.670070,            8.623547,            2.488300,           -3.291272,            0.921305,           -0.896126,          -10.176847,            2.691219,            0.759315,            0.597853,            1.239207,
                 212,           -4.359621,            8.170302,           -2.688199,            3.840614,           -6.509131,            5.707198,           11.076217,           -6.381270,          -10.509925,           -0.529130,           -3.044881,            8.666816,          -10.480183,           13.936188,            2.304653,            9.132577,           -7.024825,          -11.049476,           -1.095479,            2.835536,            4.448521,            0.346004,           -1.134926,           -1.027504,
                 213,           -0.649061,            9.956790,            1.650497,           16.643868,          -14.475984,            2.929370,            9.021348,            2.941791,           -2.719481,           -6.201846,           -3.840162,           23.519138,           -3.566231,            2.234752,            3.330056,            4.929155,           -0.597619,           -6.805299,            3.377509,            6.149464,           -0.350619,           -1.431189,           -2.344545,           -2.872684,
                 214,           -0.485896,            5.455882,           -2.290748,            4.916595,           -6.698688,            8.539753,            7.753614,           -5.231231,           -0.367354,           -3.160138,            0.390091,            9.951533,           -5.124137,           -0.754332,            9.882898,            8.238145,           -1.834440,          -16.126065,            2.098194,           -6.270840,            2.291677,            0.020568,           -0.966687,           -2.884190,
                 215,           -2.063931,            5.084115,            7.020064,            8.673703,          -11.377707,           12.657054,           10.467956,            5.476321,          -14.644604,           -5.859729,            4.056223,            9.602304,           -0.787249,           -4.474967,            5.240711,            8.388228,          -11.757400,           -6.351955,            6.014326,            0.705939,           -6.057040,           -0.210937,           -1.250626,           -4.883288,
                 216,            0.842566,            5.653040,           -3.873854,            1.974993,            0.697529,            8.231261,            1.755144,            4.893528,           -1.159373,           -5.503598,            1.783998,           14.254154,           -7.298531,           12.567706,           -1.974438,           10.200083,          -20.362592,            1.817688,            5.245360,          -12.803244,            0.263412,           -0.001900,           -2.177433,           -2.203618,
